Year,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness_1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Life_expectancy,Year_Anomaly_ZScore,Adult_Mortality_Anomaly_ZScore,infant_deaths_Anomaly_ZScore,Alcohol_Anomaly_ZScore,percentage_expenditure_Anomaly_ZScore,Hepatitis_B_Anomaly_ZScore,Measles_Anomaly_ZScore,BMI_Anomaly_ZScore,under_five_deaths_Anomaly_ZScore,Polio_Anomaly_ZScore,Total_expenditure_Anomaly_ZScore,Diphtheria_Anomaly_ZScore,HIV_AIDS_Anomaly_ZScore,GDP_Anomaly_ZScore,Population_Anomaly_ZScore,thinness_1_19_years_Anomaly_ZScore,thinness_5_9_years_Anomaly_ZScore,Income_composition_of_resources_Anomaly_ZScore,Schooling_Anomaly_ZScore,Life_expectancy_Anomaly_ZScore,Year_Anomaly_IQR,Adult_Mortality_Anomaly_IQR,infant_deaths_Anomaly_IQR,Alcohol_Anomaly_IQR,percentage_expenditure_Anomaly_IQR,Hepatitis_B_Anomaly_IQR,Measles_Anomaly_IQR,BMI_Anomaly_IQR,under_five_deaths_Anomaly_IQR,Polio_Anomaly_IQR,Total_expenditure_Anomaly_IQR,Diphtheria_Anomaly_IQR,HIV_AIDS_Anomaly_IQR,GDP_Anomaly_IQR,Population_Anomaly_IQR,thinness_1_19_years_Anomaly_IQR,thinness_5_9_years_Anomaly_IQR,Income_composition_of_resources_Anomaly_IQR,Schooling_Anomaly_IQR,Life_expectancy_Anomaly_IQR
2002,98,0,9.250000000000000000,3099.35731900000020000,92,0,56.6000000000000000,0,95,7.8100000000000000,98,0.1000000000000000,26834.2625000000010000,52598.0000000000,0.9000000000000000,0.8000000000000000,0.86299999999999999,18.0000000000000000,78.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,15,0,8.590000000000000000,397.75336890000000000,92,0,55.5000000000000000,0,96,7.2200000000000000,99,0.1000000000000000,24253.2541999999990000,517629.0000000000,0.9000000000000000,0.9000000000000000,0.84699999999999998,17.3000000000000000,77.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,229,2,null,0E-17,8,27,36.2999999999999970,3,79,null,8,2.7000000000000000,7388.9841440000000000,193175.0000000000,6.1000000000000000,5.9000000000000000,0.69399999999999995,12.6000000000000000,66.000000000000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2015,129,1,null,0E-17,94,431,56.2000000000000000,1,91,null,94,0.1000000000000000,3764.6491200000000000,37171.0000000000,2.7000000000000000,2.8000000000000000,0.76800000000000002,13.9000000000000000,74.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,361,75,8.060000000000000000,239.89139209999999000,72,1449,21.0000000000000000,115,73,3.3800000000000000,71,2.5000000000000000,4299.1288900000000000,24218565.0000000000,8.9000000000000000,8.8000000000000007,0.49500000000000000,9.4000000000000000,51.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
2009,369,81,7.010000000000000000,212.92293250000000000,61,2807,19.8000000000000000,127,63,4.3700000000000000,6,2.5000000000000000,3347.8448500000000000,22549547.0000000000,9.3000000000000007,9.1999999999999993,0.48000000000000000,8.5000000000000000,49.100000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
2007,375,87,6.350000000000000000,184.82134460000000000,73,1014,18.8000000000000000,138,75,3.3800000000000000,73,2.6000000000000000,2878.8371440000001000,2997687.0000000000,9.6000000000000000,9.6000000000000000,0.45400000000000001,7.7000000000000000,48.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2009,126,10,8.330000000000000000,1398.04262300000000000,94,3,59.2000000000000000,11,97,7.6300000000000000,94,0.1000000000000000,8161.3696600000003000,479947.0000000000,1.0000000000000000,0.9000000000000000,0.79400000000000004,16.5000000000000000,75.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,13,11,7.630000000000000000,719.36637970000004000,81,0,56.3000000000000000,12,91,6.8400000000000000,98,0.1000000000000000,4251.5743480000001000,38728696.0000000000,1.1000000000000001,1.0000000000000000,0.77500000000000002,16.3000000000000000,74.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,141,1,4.010000000000000000,244.53527670000000000,78,137,49.2000000000000000,1,87,4.5800000000000000,87,0.1000000000000000,2158.2990000000000000,29585.0000000000,2.0000000000000000,2.1000000000000000,0.69199999999999995,11.2000000000000000,72.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,71,1,9.970000000000000600,3829.55092800000010000,95,91,6.3000000000000000,1,92,8.3200000000000000,93,0.1000000000000000,23465.3855900000020000,198954.0000000000,0.7000000000000000,0.7000000000000000,0.90500000000000003,20.6000000000000000,83.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2001,92,0,12.400000000000000000,3582.84830800000010000,44,0,5.6000000000000000,0,83,1.1200000000000001,84,0.1000000000000000,24489.7355300000020000,842293.0000000000,1.7000000000000000,1.9000000000000000,0.83699999999999997,15.5000000000000000,78.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006,171,0,11.070000000000000000,0E-17,96,0,58.7000000000000000,0,94,6.9300000000000000,95,0.1000000000000000,null,null,2.5000000000000000,2.5000000000000000,0.78800000000000003,12.4000000000000000,74.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,0,1.570000000000000000,367.25567419999999000,98,46,62.9000000000000000,0,98,4.9800000000000004,98,0.1000000000000000,24983.3791999999990000,null,6.1000000000000000,6.0000000000000000,0.82000000000000000,14.5000000000000000,76.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,7,0,1.650000000000000000,3.96869598199999980,99,0,62.2000000000000000,0,99,4.6900000000000004,99,0.1000000000000000,251.1832900000000000,null,6.1000000000000000,6.0000000000000000,0.81499999999999995,14.5000000000000000,76.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,152,164,0.010000000000000000,42.33045489999999900,86,6192,13.0000000000000000,215,95,2.8000000000000000,94,0.1000000000000000,494.5146599999999900,1453684.0000000000,19.7000000000000000,2.2999999999999998,0.50600000000000001,8.4000000000000000,68.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2003,161,196,0.010000000000000000,35.48458956999999700,5,4067,11.6000000000000000,264,9,2.5099999999999998,87,0.1000000000000000,432.7388972000000000,139191.0000000000,2.2999999999999998,2.9000000000000000,0.48399999999999999,7.9000000000000000,66.800000000000000,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2000,127,0,7.430000000000000000,1140.61575399999990000,92,0,43.0000000000000000,0,86,5.1600000000000000,93,0.9000000000000000,11568.1111000000000000,null,4.3000000000000000,4.2000000000000000,0.74099999999999999,14.0000000000000000,73.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,247,1,12.050000000000000000,42.33443900999999700,99,2,56.2000000000000000,1,99,6.5900000000000000,99,0.1000000000000000,2378.3392699999999000,973146.0000000000,2.4000000000000000,2.5000000000000000,0.70299999999999996,14.1000000000000000,68.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,189,0,6.660000000000000000,582.80271849999997000,98,0,48.5000000000000000,0,98,5.4500000000000000,98,0.1000000000000000,4673.6384799999996000,33671.0000000000,3.5000000000000000,3.4000000000000000,0.70199999999999996,12.5000000000000000,69.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,21,0,5.670000000000000000,312.79959459999998000,96,0,42.6000000000000000,0,95,4.5300000000000000,96,1.5000000000000000,3679.9952300000000000,26913.0000000000,3.6000000000000000,3.6000000000000000,0.68400000000000005,12.2000000000000000,68.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,285,25,1.149999999999999900,10.73628066000000000,75,262,2.1000000000000000,39,74,4.5599999999999996,72,2.1000000000000000,583.4935140000000000,7754.0000000000,8.9000000000000000,8.8000000000000007,0.42299999999999999,8.1000000000000000,56.100000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,238,1,0.160000000000000000,283.80623600000001000,95,11,18.0000000000000000,1,93,5.8800000000000000,95,0.3000000000000000,1741.1425520000000000,686958.0000000000,17.3000000000000000,18.1000000000000010,0E-17,10.1000000000000000,66.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2004,263,1,0.960000000000000000,2.58669822799999990,89,3,16.1000000000000010,1,9,4.4100000000000000,89,0.3000000000000000,197.4578799999999900,64282.0000000000,18.0000000000000000,18.8000000000000000,0E-17,8.8000000000000007,64.200000000000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
2003,12,0,4.139999999999999700,39.86518043000000200,92,18,49.4000000000000000,0,87,7.9400000000000000,87,0.1000000000000000,2214.7322460000000000,3779247.0000000000,3.0000000000000000,3.0000000000000000,0E-17,12.1000000000000000,75.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,256,2,null,0E-17,95,0,37.9000000000000000,2,96,null,95,2.2000000000000002,6532.6509999999998000,229197.0000000000,6.4000000000000000,6.1000000000000000,0.69799999999999995,12.6000000000000000,65.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,566,2,6.370000000000000000,629.84256430000005000,92,5,32.7000000000000030,3,96,5.6200000000000000,96,20.6000000000000000,5351.2537320000001000,1855852.0000000000,1.0000000000000000,9.9000000000000000,0.59299999999999997,11.9000000000000000,51.700000000000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,8,0,0.010000000000000000,269.14327839999999000,99,1,4.2000000000000000,0,99,2.6500000000000000,99,0.1000000000000000,4159.8652000000002000,null,5.7000000000000000,5.2000000000000000,0.86299999999999999,15.0000000000000000,77.599999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,79,0,0.880000000000000000,2218.36422600000010000,96,0,36.2000000000000030,0,99,2.7300000000000000,95,0.1000000000000000,35268.1117000000010000,null,5.9000000000000000,5.4000000000000000,0.84499999999999997,14.2000000000000000,76.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,155,1,10.980000000000000000,107.98261270000000000,96,1,61.5000000000000000,1,96,6.6100000000000000,95,0.1000000000000000,7296.1224789999997000,7492561.0000000000,2.1000000000000000,2.1000000000000000,0.76100000000000001,13.8000000000000000,72.900000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,271,41,4.750000000000000000,78.76987363000000600,9,7362,17.7000000000000000,68,9,5.3300000000000000,9,0.8000000000000000,673.8227000000000500,16571216.0000000000,8.6000000000000000,8.1000000000000000,0.38400000000000001,7.2000000000000000,58.600000000000000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2013,33,22,0.010000000000000000,40.15128458000000200,96,0,17.6000000000000010,32,96,8.3000000000000007,96,1.0000000000000000,282.7555252000000200,96186.0000000000,7.4000000000000000,7.4000000000000000,0.39800000000000002,10.5000000000000000,58.600000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,144,0,4.160000000000000000,209.08650000000000000,66,0,23.2000000000000000,0,93,5.0000000000000000,92,0.9000000000000000,1768.9213199999999000,46147.0000000000,8.9000000000000000,8.9000000000000000,0.57199999999999995,11.3000000000000000,71.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,152,0,3.810000000000000000,150.74348620000001000,92,0,22.1000000000000000,0,91,5.1900000000000000,9,0.8000000000000000,1268.8845640000000000,443716.0000000000,9.4000000000000000,9.3000000000000007,0.56200000000000006,11.0000000000000000,73.000000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2003,412,60,4.639999999999999700,67.63925301999999800,92,899,22.3000000000000000,95,72,4.9700000000000000,73,7.7000000000000000,824.8689392999999700,16513822.0000000000,7.2000000000000000,7.3000000000000000,0.45200000000000001,8.1000000000000000,51.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2007,495,17,1.500000000000000000,60.04884821000000300,92,49,19.0000000000000000,26,46,4.4000000000000004,48,9.0000000000000000,397.1484669999999800,42758.0000000000,9.4000000000000000,9.4000000000000000,0.33000000000000000,6.2000000000000000,46.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2012,367,46,0.620000000000000000,57.82427090000000200,4,120,17.8999999999999990,79,51,3.0000000000000000,4,3.6000000000000000,973.4725740000000100,1275135.0000000000,9.0000000000000000,8.9000000000000000,0.38100000000000001,7.3000000000000000,51.800000000000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2004,45,44,0.340000000000000000,72.38451279000000200,92,10324,15.1000000000000000,78,31,5.7200000000000000,21,5.2000000000000000,454.6765879000000200,97143.0000000000,1.7000000000000000,1.6000000000000000,0.30099999999999999,5.6000000000000000,48.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2006,147,15,4.530000000000000000,62.43710774000000200,93,0,51.3000000000000000,17,94,6.1100000000000000,93,0.1000000000000000,379.7877599999999900,43835722.0000000000,2.2999999999999998,2.1000000000000000,0.66900000000000004,11.5000000000000000,73.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,15,16,4.250000000000000000,417.80388979999998000,92,0,49.0000000000000000,19,92,5.9200000000000000,92,0.1000000000000000,2246.2574719999998000,42152151.0000000000,2.5000000000000000,2.2000000000000002,0.65900000000000003,11.6000000000000000,72.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,163,17,4.450000000000000000,393.87736330000001000,78,139,48.2000000000000000,20,83,5.6700000000000000,81,0.1000000000000000,2355.7258569999999000,41572491.0000000000,2.5000000000000000,2.2999999999999998,0.65600000000000003,11.5000000000000000,71.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,271,2,0.080000000000000000,29.41897494999999900,92,0,18.0000000000000000,2,98,3.3900000000000000,89,0.1000000000000000,433.2691451000000000,569479.0000000000,7.7000000000000000,7.7000000000000000,0E-17,8.8000000000000007,59.500000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,272,1,0.090000000000000000,35.02948623999999700,92,0,17.3000000000000000,2,7,3.5600000000000000,7,0.1000000000000000,375.8528566000000000,542357.0000000000,7.9000000000000000,7.9000000000000000,0E-17,8.1999999999999993,59.500000000000000,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2015,92,1,null,0E-17,99,0,61.4000000000000000,1,99,null,99,0.1000000000000000,762.2612179999999900,null,3.5000000000000000,3.3000000000000000,0.77300000000000002,13.9000000000000000,79.099999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,116,0,13.240000000000000000,0E-17,98,17,6.8000000000000000,0,96,6.9000000000000000,98,0.1000000000000000,null,null,2.1000000000000000,2.2000000000000002,null,null,75.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,272,238,0.010000000000000000,0E-17,74,88381,2.6000000000000000,314,74,3.8900000000000000,74,1.2000000000000000,null,null,9.9000000000000000,9.6000000000000000,null,null,58.800000000000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,278,239,1.820000000000000000,0E-17,74,133802,19.6000000000000010,319,77,3.5300000000000000,74,1.6000000000000000,null,null,1.2000000000000000,1.0000000000000000,null,null,57.900000000000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2005,314,233,1.430000000000000000,0E-17,92,182485,16.8999999999999990,329,6,3.1400000000000000,6,2.0000000000000000,null,null,11.5000000000000000,11.3000000000000000,null,null,54.300000000000000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2003,332,231,1.830000000000000000,0E-17,92,21956,16.1000000000000010,331,47,3.2000000000000000,41,2.2000000000000002,null,null,11.9000000000000000,11.7000000000000000,null,null,52.800000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
2009,86,0,10.080000000000000000,9765.61699400000000000,92,6,56.6000000000000000,0,89,11.4700000000000000,89,0.1000000000000000,58163.2935900000010000,552395.0000000000,1.1000000000000001,0.9000000000000000,0.90600000000000003,16.8000000000000000,78.900000000000006,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2003,11,0,11.540000000000000000,650.98135439999999000,92,0,53.9000000000000000,0,96,9.5100000000000000,96,0.1000000000000000,4458.7763999999997000,539574.0000000000,1.2000000000000000,1.0000000000000000,0.88200000000000001,16.3000000000000000,77.300000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,325,2,1.340000000000000000,91.95075900999999900,92,183,28.2000000000000000,2,46,5.7500000000000000,46,4.0999999999999996,768.1767670000000400,717584.0000000000,6.4000000000000000,6.1000000000000000,0.36099999999999999,2.9000000000000000,57.400000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
2005,28,7,5.710000000000000000,289.74186490000000000,87,0,48.2000000000000000,8,86,4.2600000000000000,87,2.0000000000000000,3681.5992999999999000,9237566.0000000000,3.5000000000000000,3.4000000000000000,0.66800000000000004,12.6000000000000000,69.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,189,7,6.430000000000000000,4.67359227000000030,63,0,45.1000000000000000,8,74,5.7900000000000000,82,2.4000000000000000,38.4657800000000020,8832285.0000000000,3.7000000000000000,3.6000000000000000,0.66000000000000000,12.3000000000000000,71.400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,121,6,3.820000000000000000,79.11626341000000200,83,0,53.5000000000000000,7,84,9.1600000000000000,83,0.1000000000000000,6432.2165370000002000,1593112.0000000000,1.2000000000000000,1.1000000000000001,0.73699999999999999,14.0000000000000000,76.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,14,7,3.630000000000000000,19.60467787000000000,94,0,48.6000000000000000,9,95,5.9400000000000000,96,0.2000000000000000,359.7188600000000100,1425453.0000000000,1.4000000000000000,1.3000000000000000,0.69599999999999995,12.9000000000000000,74.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,151,8,3.540000000000000000,18.09317113999999900,92,0,47.2000000000000000,9,89,5.8700000000000000,92,0.3000000000000000,321.9425469999999900,13735233.0000000000,1.4000000000000000,1.3000000000000000,0.68799999999999994,12.8000000000000000,74.200000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,184,2,2.420000000000000000,653.69250160000001000,92,0,54.7000000000000000,2,92,6.9500000000000000,92,0.2000000000000000,3895.6644910000000000,625777.0000000000,1.6000000000000000,1.6000000000000000,0.67500000000000004,13.2000000000000000,73.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,24,3,2.970000000000000000,29.68529375000000000,81,0,47.0000000000000000,4,81,7.9000000000000000,81,0.4000000000000000,248.4124999999999900,59433.0000000000,2.0000000000000000,1.9000000000000000,0.62100000000000000,11.8000000000000000,73.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,34,3,7.970000000000000000,115.06924150000000000,92,78,21.7000000000000000,4,57,5.3200000000000000,43,7.3000000000000000,1653.2936999999999000,99111.0000000000,9.1999999999999993,9.1999999999999993,0.59000000000000000,9.1000000000000000,55.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2013,266,6,0.010000000000000000,0E-17,94,45,17.5000000000000000,8,94,3.1000000000000000,94,0.5000000000000000,null,null,8.6000000000000000,8.4000000000000000,0.41399999999999998,5.0000000000000000,64.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,336,7,0.970000000000000000,10.60269772999999900,94,128,14.3000000000000000,9,94,3.3000000000000000,94,1.4000000000000000,297.8285880000000200,466648.0000000000,9.3000000000000007,9.3000000000000007,0.40500000000000003,5.3000000000000000,59.700000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,34,7,1.070000000000000000,5.06468896799999960,96,19,13.9000000000000000,9,96,2.9700000000000000,96,1.6000000000000000,276.7589600000000000,39697.0000000000,9.4000000000000000,9.5000000000000000,0E-17,5.4000000000000000,59.400000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2008,167,0,16.989999999999998000,225.07236180000001000,94,0,56.7000000000000000,0,95,6.6000000000000000,95,0.1000000000000000,1894.5485000000001000,13379.0000000000,2.0000000000000000,2.1000000000000000,0.83499999999999996,16.1000000000000010,74.200000000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,221,0,2.049999999999999800,31.25834615999999900,98,0,5.2000000000000000,0,91,3.8700000000000000,9,0.1000000000000000,276.1338000000000100,811223.0000000000,4.3000000000000000,4.0000000000000000,0.68100000000000005,13.1000000000000000,67.700000000000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,88,3,11.900000000000000000,7002.78592500000010000,47,604,59.1000000000000000,3,98,1.5700000000000000,98,0.1000000000000000,45413.6570999999970000,6437499.0000000000,0.6000000000000000,0.6000000000000000,0.87700000000000000,16.1000000000000010,89.000000000000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
